BodyFat,Sex,Age,Weight,Height,Neck,Chest,Abdomen,Hip,Thigh,Knee,Ankle,Biceps,Forearm,Wrist
17.4,0,19,52.39,1.65,30.39,81.8,63.75,89.93,49.94,34.61,21.11,23.67,21.57,14.82
17.53,0,37,72.42,1.8,35.35,90.58,84.62,99.58,59.68,37.47,22.16,29.65,27.07,16.74
22.7,1,38,75.77,1.79,35.13,94.22,91.57,100.2,61.82,38.63,22.3,30.98,27.62,17.46
16.04,1,32,65.02,1.74,34.18,87.2,77.83,94.94,57.57,35.58,22.22,27.9,25.93,16.73
21.99,0,29,62.81,1.67,33.96,88.8,76.83,94.9,53.0,35.7,21.62,27.43,24.53,16.12
13.91,0,21,54.05,1.62,30.7,82.45,67.78,85.33,49.6,34.61,20.49,26.84,22.54,14.86
20.75,0,24,67.59,1.79,33.0,90.8,70.0,100.4,45.2,37.5,21.0,26.5,23.5,15.5
25.03,0,21,63.79,1.63,31.34,88.15,72.53,101.95,53.42,36.84,20.93,28.19,24.74,14.95
27.03,0,21,77.4,1.79,34.34,100.13,82.18,101.59,56.99,39.29,22.96,28.53,25.63,17.11
29.13,1,68,84.51,1.69,38.67,110.7,110.67,101.87,60.74,37.65,21.77,31.58,27.28,17.92
17.4,1,53,101.81,1.97,41.1,113.19,99.2,107.49,61.69,42.3,23.2,32.9,30.8,20.4
26.47,1,56,75.15,1.72,35.47,96.39,95.23,100.25,57.07,36.49,21.45,28.5,26.55,17.79
18.87,0,36,69.17,1.67,35.6,94.47,79.13,97.58,57.38,36.33,22.51,31.98,27.01,17.24
20.15,0,20,59.67,1.7,31.82,85.19,67.85,96.5,51.9,35.18,20.84,27.92,23.32,15.55
30.2,1,69,97.75,1.79,40.8,113.7,107.6,110.0,63.3,44.0,22.6,37.5,32.6,18.8
6.64,1,34,65.61,1.68,36.98,95.42,78.68,90.72,51.86,35.4,21.64,31.26,28.24,17.56
27.47,1,64,75.2,1.73,38.71,101.28,92.7,99.16,56.45,38.81,22.48,30.95,26.22,18.03
10.31,0,39,64.64,1.78,33.64,89.27,74.04,92.46,52.56,36.67,21.85,33.94,25.3,17.25
25.83,0,20,72.05,1.69,33.24,91.77,80.03,103.72,59.39,40.39,21.54,32.32,25.78,16.35
23.48,1,37,94.56,1.8,39.02,106.78,101.21,107.49,64.98,40.47,22.99,35.63,31.1,19.09
21.9,0,37,72.74,1.74,36.16,92.68,82.56,96.47,55.03,36.7,23.24,28.67,26.99,17.71
19.4,0,19,61.69,1.63,33.0,89.5,72.0,95.5,52.5,37.0,22.0,28.0,25.0,16.5
18.75,0,23,66.54,1.66,34.43,92.36,76.11,96.84,54.01,37.3,22.5,29.12,25.95,16.91
22.87,1,42,80.93,1.8,38.66,97.88,95.13,100.4,57.68,40.02,22.96,32.7,29.0,18.06
12.64,0,29,61.7,1.75,35.76,88.29,76.21,89.97,50.14,34.82,21.8,26.89,34.52,16.86
28.24,1,40,91.43,1.89,38.99,99.33,96.62,105.91,65.37,41.87,24.94,34.29,29.84,18.78
22.38,1,55,81.01,1.79,37.87,102.31,91.71,101.14,58.61,38.47,22.2,32.65,28.78,18.57
20.94,0,32,62.61,1.72,32.2,66.7,71.73,95.79,52.31,36.26,21.98,27.76,24.66,16.78
20.46,0,21,58.9,1.66,30.57,84.99,65.44,98.43,51.5,34.93,21.01,25.97,23.21,15.24
20.29,0,41,74.1,1.81,35.91,95.48,85.44,97.06,57.04,37.09,22.06,27.0,24.94,16.47
16.28,0,19,51.64,1.66,30.88,82.04,64.38,91.46,48.81,34.15,20.41,24.34,21.65,14.46
19.13,1,44,81.84,1.84,37.97,97.91,91.86,101.29,60.96,38.57,22.3,31.37,29.1,17.59
25.35,1,52,88.28,1.75,39.0,106.19,100.67,103.44,63.43,39.62,23.35,34.91,29.37,18.69
20.67,0,20,61.05,1.72,31.74,84.92,68.85,97.71,51.16,35.92,21.72,28.61,23.97,15.97
15.77,0,22,52.64,1.66,30.68,81.91,66.6,88.94,50.49,34.54,21.0,23.98,21.38,14.79
5.98,1,47,62.51,1.73,35.4,86.56,74.32,89.04,51.84,35.28,22.18,28.12,26.6,17.34
26.25,0,19,65.1,1.57,33.91,92.86,76.34,99.98,54.65,35.38,22.78,31.46,26.22,17.15
24.61,0,23,50.78,1.71,30.57,77.67,66.17,93.56,45.24,33.91,20.23,23.58,20.67,14.34
18.33,0,22,65.94,1.7,33.26,92.39,76.76,94.34,54.25,36.28,21.89,27.43,24.18,16.0
19.47,1,30,95.14,1.88,39.96,104.87,95.03,105.87,65.1,41.27,25.1,36.23,28.11,19.0
32.6,1,50,92.08,1.7,40.2,114.8,108.1,102.5,61.3,41.1,24.7,34.1,31.0,18.3
23.07,0,20,61.93,1.67,33.56,88.47,72.24,94.32,52.14,34.25,21.01,28.25,22.57,15.53
12.46,1,27,69.14,1.79,36.67,93.09,81.4,92.74,54.09,36.65,22.36,28.41,32.52,17.67
23.62,0,19,59.73,1.67,30.33,84.01,65.81,94.01,53.12,36.4,20.35,25.66,23.17,15.2
27.57,0,21,76.2,1.78,34.0,100.0,81.0,101.0,56.0,39.0,22.8,28.0,25.3,17.0
17.32,1,57,81.6,1.81,38.9,102.42,96.49,100.64,59.01,38.29,22.59,31.34,28.75,18.84
12.09,0,39,64.91,1.73,33.84,92.71,76.92,90.78,51.76,35.34,21.69,29.14,25.5,16.7
31.97,0,20,69.52,1.73,35.04,89.87,78.14,103.93,53.81,38.68,21.27,28.83,24.44,16.13
14.59,0,23,62.34,1.74,32.46,90.63,71.53,97.49,50.42,34.3,20.49,25.3,23.07,14.94
17.86,0,18,60.58,1.77,31.6,87.21,71.13,95.82,47.75,35.74,20.6,25.77,23.49,16.22
11.74,1,25,79.08,1.83,37.74,99.08,88.04,96.8,59.63,39.18,23.12,30.49,28.89,18.72
34.97,0,18,73.49,1.67,31.69,82.13,91.4,104.75,56.26,39.01,22.88,32.13,26.19,16.68
6.5,0,38,61.85,1.7,37.09,87.7,77.51,90.35,52.14,34.83,22.35,27.45,26.84,18.03
18.88,1,39,72.36,1.75,37.12,97.41,82.19,94.97,55.22,36.73,21.91,32.79,28.2,17.63
11.21,0,27,64.2,1.79,33.49,90.31,76.71,90.76,51.54,36.25,21.0,26.04,24.6,16.15
21.34,0,20,54.74,1.57,31.7,85.45,68.34,94.12,50.78,34.25,20.98,27.0,23.78,15.15
13.4,0,21,77.91,1.8,38.16,94.17,81.68,99.71,57.48,39.21,23.62,32.4,27.77,18.01
20.74,0,20,61.82,1.61,33.22,88.81,73.36,96.4,52.9,35.52,22.5,28.86,24.68,16.36
12.11,0,52,80.3,1.74,40.39,105.61,93.88,98.12,56.92,37.0,21.78,33.5,30.64,19.0
14.28,1,65,71.16,1.77,37.98,96.52,84.99,94.72,60.57,38.78,22.26,29.79,28.57,18.26
12.4,1,25,79.83,1.84,37.8,99.6,88.5,97.1,60.0,39.4,23.2,30.5,29.0,18.8
23.11,0,28,85.78,1.77,36.99,101.53,90.97,106.97,62.04,40.73,23.59,33.65,28.39,17.89
27.14,0,27,67.92,1.68,32.02,91.53,80.9,98.48,54.97,35.55,22.47,29.32,25.03,15.94
8.92,0,40,57.54,1.67,33.48,83.68,70.55,88.69,50.83,34.37,21.67,26.72,25.08,16.34
12.24,1,41,78.31,1.78,37.55,100.82,87.51,97.94,58.84,38.61,23.53,31.07,29.27,18.37
24.1,0,36,74.02,1.72,36.23,95.3,87.77,97.91,57.6,37.49,23.01,30.47,27.59,17.65
6.69,0,31,58.99,1.66,33.47,91.48,75.68,92.38,51.06,35.58,21.89,25.58,25.6,16.71
10.68,1,32,75.57,1.82,37.94,96.87,84.4,95.38,55.73,37.48,30.09,31.34,27.49,17.82
17.86,0,19,56.28,1.69,30.97,82.48,63.99,94.16,47.9,33.64,20.37,24.23,22.21,14.29
23.64,0,47,72.99,1.68,35.02,97.56,88.52,98.96,57.52,39.06,22.37,31.22,27.33,17.63
21.0,0,27,73.72,1.74,32.66,90.36,79.17,103.03,56.12,38.59,22.83,30.09,26.11,16.68
6.13,1,34,62.98,1.68,36.99,95.04,78.91,90.65,52.23,35.51,22.03,30.75,28.46,17.68
19.97,0,22,66.2,1.71,32.23,87.38,70.54,103.66,53.54,36.26,21.92,27.98,24.58,16.08
23.0,0,19,63.57,1.66,31.85,87.28,72.22,100.61,53.96,37.04,21.75,27.69,23.61,16.01
25.72,0,23,67.34,1.63,33.56,95.46,75.58,104.76,54.26,38.82,22.41,29.29,24.82,17.29
29.12,1,54,92.06,1.8,39.81,105.91,103.26,106.95,64.55,40.38,23.97,35.46,30.81,18.73
19.7,1,46,83.0,1.81,35.87,100.2,91.38,99.3,56.98,39.21,23.48,31.64,30.25,18.69
16.88,1,35,80.89,1.82,38.78,98.67,90.9,100.43,59.59,37.87,21.65,32.68,28.5,17.82
24.75,0,21,72.45,1.7,31.79,85.5,70.89,99.34,53.9,36.29,21.71,27.19,24.08,15.96
22.91,0,33,83.75,1.76,39.82,100.1,94.47,100.68,68.1,39.0,23.09,35.59,30.07,18.08
11.21,0,30,59.94,1.73,32.41,87.36,74.46,92.0,50.21,29.82,21.25,25.85,24.31,16.1
20.73,0,22,63.49,1.75,32.46,88.34,68.19,98.27,46.75,35.87,20.64,26.43,23.5,15.43
3.17,0,36,55.85,1.72,33.39,80.32,69.71,88.94,48.14,34.39,20.69,27.66,24.58,16.5
14.54,0,47,67.43,1.76,34.56,92.1,79.87,96.49,53.92,36.74,21.74,30.84,26.13,17.65
18.82,0,20,58.21,1.7,30.09,85.88,65.57,92.96,51.38,35.09,21.12,25.47,22.93,15.14
27.01,1,58,78.62,1.69,38.99,103.56,96.22,99.69,61.77,39.9,22.96,32.37,29.36,18.44
24.31,0,45,83.83,1.71,36.98,106.27,95.61,105.82,59.89,38.76,21.97,31.71,27.34,17.45
21.49,0,28,67.48,1.68,33.45,91.85,82.72,100.54,54.99,35.3,21.99,28.28,24.12,16.05
15.95,1,26,87.3,1.82,39.16,101.04,94.49,103.31,64.18,38.45,23.61,32.46,29.91,18.41
21.12,1,41,75.7,1.79,37.06,93.71,87.08,95.8,58.32,36.48,22.51,32.66,28.5,17.37
12.84,0,52,57.19,1.7,33.24,88.32,77.2,87.86,50.75,33.23,19.79,25.28,22.03,15.78
22.56,1,41,74.65,1.85,35.57,92.73,86.16,96.97,60.41,38.96,22.46,31.9,27.21,17.14
13.29,0,29,54.58,1.69,31.23,82.91,69.34,90.76,49.2,33.79,20.63,25.78,23.42,16.21
15.55,0,23,67.3,1.77,33.41,88.71,75.87,96.58,54.77,36.23,21.03,29.24,25.6,16.65
24.71,1,37,101.0,1.83,41.3,114.03,106.81,112.57,67.73,41.97,23.75,34.94,22.44,19.88
13.1,0,24,54.38,1.67,31.23,87.55,68.54,89.66,47.07,32.89,19.95,25.05,22.2,15.27
21.2,0,26,66.94,1.71,31.38,93.53,74.93,98.91,55.83,36.24,21.95,27.77,25.34,17.6
15.33,0,21,67.81,1.76,33.86,89.73,72.37,97.92,52.95,35.14,21.62,27.22,24.87,15.77
14.84,1,41,84.96,1.83,37.39,99.93,89.55,99.05,60.24,39.69,24.04,32.56,29.81,18.47
20.33,1,61,90.89,1.85,40.11,107.37,101.0,101.1,60.25,39.94,24.02,35.34,30.21,19.15
17.77,1,27,91.1,1.89,38.69,102.2,90.81,105.87,64.14,41.56,24.92,34.58,30.47,18.73
10.26,1,48,74.3,1.78,37.56,97.19,83.67,95.54,56.7,38.27,22.09,30.08,27.91,18.33
25.37,0,25,70.88,1.64,35.08,97.71,80.05,104.19,56.9,39.0,22.6,30.84,25.91,17.53
27.61,0,24,89.27,1.76,39.71,108.06,96.44,105.03,65.94,39.87,24.02,32.12,28.72,17.91
24.06,1,46,72.37,1.73,36.74,97.46,89.49,95.49,58.4,36.54,21.1,32.37,28.58,17.34
12.34,0,31,56.57,1.7,33.11,86.7,70.88,90.89,48.37,33.37,20.61,29.85,23.94,16.06
16.57,0,23,50.8,1.61,30.5,80.0,63.5,95.0,46.5,33.0,21.4,24.0,22.5,15.0
15.17,0,28,63.81,1.75,35.25,89.33,76.28,92.39,50.98,35.52,21.96,27.11,32.56,16.7
19.99,0,37,77.83,1.71,37.0,101.79,89.19,96.42,55.9,37.94,23.71,32.8,27.83,17.83
11.24,0,22,50.8,1.65,30.5,85.0,64.0,88.0,45.0,32.0,19.5,24.0,21.5,15.0
19.77,1,41,74.19,1.78,35.79,93.02,88.89,99.6,60.99,38.03,21.98,30.96,27.8,17.5
11.3,1,50,73.71,1.69,38.7,99.4,86.7,96.2,62.1,39.3,23.3,30.6,27.8,18.2
22.43,1,40,95.56,1.88,38.56,104.23,101.23,108.34,63.53,41.67,24.69,33.32,29.46,18.3
22.36,0,37,77.22,1.73,36.1,95.88,84.59,99.5,57.94,37.18,22.35,31.25,27.69,17.96
22.55,0,30,73.04,1.79,34.91,94.18,80.01,100.92,51.22,38.41,21.26,28.36,25.41,15.98
18.02,0,34,68.02,1.75,34.33,88.49,81.45,98.33,57.86,36.66,21.2,29.36,26.2,16.43
15.16,0,35,68.24,1.79,34.56,92.91,77.87,94.84,51.81,36.12,22.09,28.77,27.42,16.76
15.89,0,20,57.63,1.67,31.5,84.98,68.19,97.0,52.74,34.81,22.76,25.76,23.98,16.14
34.14,0,20,85.94,1.66,34.97,99.88,89.83,110.36,62.91,41.44,24.47,34.46,28.96,18.97
25.62,0,31,61.49,1.71,32.66,86.87,77.01,97.91,49.07,35.49,20.6,26.16,22.51,15.18
33.23,0,23,79.0,1.67,35.53,92.67,87.08,109.01,59.93,37.25,22.65,29.61,25.86,16.65
13.1,1,37,68.49,1.7,35.3,92.6,83.2,96.4,60.0,38.1,22.0,31.5,26.6,16.7
21.71,1,40,96.57,1.85,41.29,106.24,100.14,105.26,62.4,40.16,23.75,35.62,31.18,18.99
25.96,0,20,66.67,1.67,34.5,90.9,75.4,98.79,54.6,37.1,22.6,31.3,25.6,16.6
29.03,0,19,68.26,1.65,32.7,92.56,77.02,102.69,57.19,36.87,22.26,29.78,25.16,16.61
12.25,0,22,44.91,1.63,29.82,76.38,60.42,85.17,43.8,33.42,19.78,22.57,20.78,14.85
25.82,1,44,83.05,1.83,38.93,98.73,96.83,99.62,62.96,38.66,23.85,34.79,29.72,18.73
20.25,0,27,59.86,1.69,32.7,86.92,72.68,91.56,53.15,35.56,21.23,25.93,22.85,15.38
23.15,0,22,56.44,1.63,32.5,79.9,68.71,94.36,50.21,36.71,20.22,27.78,24.24,16.0
14.56,0,21,57.67,1.7,31.02,86.47,67.02,96.29,48.29,33.26,19.76,24.0,21.88,14.62
20.43,0,34,78.32,1.75,36.27,96.65,86.31,100.31,61.31,38.35,24.01,31.85,28.38,17.38
23.48,0,24,65.31,1.67,32.91,88.17,77.56,99.38,57.47,35.37,21.01,28.37,22.27,15.91
17.61,1,39,77.82,1.78,36.38,99.08,92.09,98.7,59.79,38.08,21.92,31.61,28.33,17.7
17.71,0,21,52.24,1.62,31.94,83.88,67.91,92.56,47.62,32.03,19.94,25.38,22.59,15.32
12.67,1,32,93.21,1.9,39.04,102.85,91.29,105.07,64.42,38.92,24.84,35.81,29.45,18.61
15.4,0,31,84.63,1.83,37.58,101.21,91.59,103.71,59.84,39.61,24.35,30.65,28.45,18.6
31.16,0,40,94.08,1.81,40.96,105.41,102.52,104.99,64.25,39.93,22.87,35.35,31.09,18.6
22.81,0,32,93.99,1.79,41.53,103.38,94.66,106.52,61.28,41.0,24.19,36.07,31.67,19.3
16.17,0,24,69.72,1.73,34.75,93.0,74.69,102.89,55.58,35.08,21.81,29.09,25.47,16.81
15.73,0,22,49.44,1.6,32.0,83.0,66.0,90.5,46.0,31.0,19.5,25.0,22.0,14.7
22.87,0,27,54.0,1.7,32.12,81.61,67.95,93.06,46.68,34.15,20.23,26.07,22.31,14.96
16.98,1,35,70.02,1.72,37.69,95.0,82.81,94.14,55.06,36.55,21.74,32.34,28.25,17.64
25.72,0,23,59.88,1.65,31.5,84.5,66.0,98.0,54.0,37.0,22.3,29.0,24.0,15.3
21.16,0,30,74.57,1.76,34.12,98.54,81.83,100.2,56.3,37.05,22.4,30.01,26.52,17.95
25.58,1,50,90.34,1.78,39.19,106.62,101.4,104.61,64.29,40.21,23.49,35.04,29.31,18.75
19.58,0,26,85.41,1.83,37.14,98.37,95.49,103.38,60.14,39.09,24.27,32.53,28.33,18.77
24.52,0,22,49.5,1.7,30.38,77.27,65.36,92.98,44.72,33.67,20.13,23.41,20.38,14.2
19.45,0,36,67.74,1.7,36.79,94.51,77.15,93.99,53.64,35.86,21.28,33.36,27.58,17.29
12.65,0,24,67.46,1.74,35.66,89.46,74.25,92.89,54.41,35.33,23.21,28.04,27.59,17.58
22.81,0,19,57.57,1.64,32.05,86.16,69.28,92.68,50.58,34.31,20.64,27.51,22.35,15.32
17.14,0,20,71.42,1.79,33.73,93.74,74.95,99.35,54.8,38.62,23.29,29.11,25.65,16.59
18.28,0,33,66.61,1.77,32.94,92.23,75.73,96.09,57.21,36.26,22.12,28.59,25.59,17.35
19.7,0,42,77.41,1.74,37.18,96.26,90.54,99.31,61.87,38.0,22.3,33.28,28.19,18.09
20.12,0,39,71.2,1.78,34.62,91.61,86.73,98.42,58.97,37.44,21.7,29.65,26.89,17.07
25.22,0,21,73.3,1.74,32.65,91.19,74.13,106.89,60.28,39.24,21.39,29.15,24.97,16.12
25.89,0,19,67.01,1.68,31.98,87.97,75.42,101.92,57.91,39.96,21.0,31.65,24.98,15.99
24.16,0,20,64.73,1.71,31.91,84.5,71.71,100.39,52.71,37.65,21.0,30.34,24.5,16.5
19.0,0,29,62.22,1.73,31.75,85.45,71.29,98.39,54.82,37.08,22.46,25.29,24.54,16.12
13.85,0,28,63.32,1.76,32.12,85.86,73.29,96.37,52.86,36.96,22.22,26.21,24.91,16.6
19.38,0,20,58.28,1.73,32.5,83.05,65.0,92.05,49.64,33.18,21.18,23.77,21.36,14.87
20.36,0,23,56.97,1.58,32.5,88.88,67.66,95.05,48.63,35.41,20.58,26.08,23.5,14.75
18.0,0,39,81.5,1.86,37.03,104.56,84.61,99.92,56.12,38.7,24.02,33.44,29.28,18.47
20.51,0,36,68.07,1.75,34.83,89.42,82.04,97.66,57.35,36.63,21.9,28.73,26.04,16.17
17.57,0,19,60.18,1.77,31.6,87.23,71.36,95.32,47.15,35.54,20.75,25.63,23.29,16.24
10.9,1,38,77.23,1.83,37.37,94.51,86.01,98.07,56.47,37.93,22.67,30.82,28.3,18.14
27.65,0,37,81.55,1.03,34.96,99.96,92.19,107.43,64.26,40.15,22.76,30.87,26.82,16.55
19.23,1,33,105.49,1.78,41.42,109.39,104.45,114.14,68.48,40.93,23.9,36.7,29.0,19.17
31.25,1,42,105.19,1.84,41.37,114.18,111.15,112.05,68.63,41.99,25.31,36.67,31.29,19.29
23.68,0,20,67.12,1.69,33.32,87.76,72.84,103.56,50.87,36.78,23.91,26.91,24.87,16.41
12.34,0,48,63.9,1.68,34.16,95.11,80.6,90.82,52.26,35.37,21.23,30.04,26.11,16.55
26.63,0,62,70.89,1.75,36.9,96.6,93.04,95.6,53.98,36.01,21.62,28.43,25.11,17.24
6.47,1,30,86.2,1.87,37.84,100.12,86.43,100.98,61.91,38.77,23.41,34.05,30.67,18.33
11.6,0,49,72.96,1.69,38.42,98.74,85.89,96.02,61.61,39.18,23.2,30.39,27.61,18.06
23.12,0,28,71.78,1.74,35.0,93.57,81.77,100.51,53.56,36.33,21.39,29.74,26.18,16.57
23.54,0,24,58.39,1.73,31.45,83.91,67.13,95.44,49.78,35.0,20.88,26.49,23.4,15.22
21.08,1,40,99.04,1.81,39.87,111.25,99.92,107.89,66.85,43.89,25.24,37.38,31.73,18.77
17.85,1,43,88.18,1.91,38.57,109.85,89.56,102.32,57.99,39.94,24.66,35.15,30.68,19.2
34.8,1,44,101.15,1.77,40.9,121.6,113.9,107.1,63.5,40.3,21.8,34.8,30.7,17.4
23.13,0,29,72.97,1.71,34.78,93.79,81.94,98.45,56.01,38.2,22.64,30.08,25.96,16.85
13.84,1,54,70.19,1.82,36.89,95.4,86.6,91.83,54.32,35.41,21.51,32.79,27.39,18.69
9.71,1,50,73.28,1.79,36.43,99.19,85.0,95.71,55.56,36.99,23.36,31.53,28.26,17.82
22.0,1,45,90.68,1.83,40.41,107.57,94.67,104.02,62.76,39.28,22.54,35.5,31.13,18.46
16.09,0,23,65.64,1.72,34.09,91.43,76.18,99.69,54.27,35.69,22.69,28.21,25.82,16.49
20.66,0,20,56.27,1.69,31.5,84.01,65.06,94.54,49.54,33.04,20.04,26.3,23.5,15.31
13.0,1,33,83.58,1.75,40.7,98.9,92.1,103.5,64.0,37.3,23.5,33.5,30.6,19.7
14.82,1,50,75.13,1.82,37.2,96.59,85.22,95.44,56.16,38.45,22.11,28.17,26.39,18.23
31.02,1,65,74.32,1.72,38.4,97.76,95.59,97.04,54.83,38.04,23.63,29.43,27.26,18.95
14.43,1,28,70.22,1.72,36.86,93.75,86.48,94.42,58.26,37.05,21.76,31.89,27.6,17.29
16.7,0,28,66.57,1.75,33.9,91.57,73.9,98.89,53.23,35.77,22.8,28.62,25.59,16.29
11.68,0,35,63.04,1.74,33.69,82.37,70.37,94.73,52.61,36.52,22.67,25.19,24.8,16.21
25.43,0,22,69.52,1.67,34.0,96.02,85.87,100.26,58.67,38.92,23.73,28.98,25.16,16.75
17.18,0,19,59.45,1.75,31.5,86.62,70.81,94.73,47.19,35.41,20.65,25.78,23.35,16.16
26.97,0,21,68.0,1.69,32.15,92.91,76.9,102.94,54.57,38.28,21.93,28.07,24.5,16.0
21.15,0,19,72.07,1.79,32.73,89.55,74.17,104.36,55.63,37.52,24.63,27.63,25.95,17.13
29.35,1,46,97.07,1.79,38.01,112.47,108.53,111.61,66.71,40.98,24.96,36.68,30.33,18.48
20.07,0,40,71.09,1.74,34.95,92.91,81.29,97.45,55.27,38.11,22.11,29.06,26.32,16.91
24.99,0,22,72.27,1.66,33.2,92.19,78.11,104.88,57.54,38.07,21.68,30.32,26.45,15.76
24.83,0,29,63.24,1.6,33.15,89.36,78.31,93.51,53.14,35.16,21.66,28.16,25.12,16.02
35.15,1,44,104.23,1.9,40.93,111.65,108.9,109.75,66.39,43.79,24.88,35.93,30.57,19.66
22.97,1,58,81.44,1.68,38.32,104.52,97.1,99.55,60.55,37.9,23.02,34.13,29.44,18.51
25.24,0,20,65.82,1.73,30.55,85.09,65.62,104.91,58.29,38.35,20.52,27.44,23.55,15.52
24.66,0,19,64.95,1.71,32.04,91.16,72.58,101.85,50.59,36.02,20.37,29.92,24.49,15.49
27.55,0,23,57.51,1.63,31.0,83.8,66.87,92.37,48.08,34.39,21.39,25.04,22.44,15.03
22.41,1,68,81.42,1.74,38.79,102.47,95.42,98.73,55.41,38.42,21.88,30.9,25.8,18.79
15.04,1,50,80.61,1.83,40.27,99.1,89.51,96.34,56.86,38.66,22.99,32.42,29.17,19.19
27.1,0,41,75.87,1.74,35.74,93.51,87.36,100.61,57.66,38.52,22.67,30.33,26.95,16.72
16.44,1,27,71.08,1.71,37.91,94.07,88.25,95.21,56.81,37.41,22.82,30.61,28.32,17.91
20.17,0,20,58.75,1.67,30.56,84.13,69.38,97.01,48.32,36.06,20.63,25.82,23.5,14.74
22.27,0,18,64.09,1.75,30.85,89.42,69.41,99.19,52.44,37.63,22.02,27.37,23.57,15.43
15.62,0,57,71.08,1.76,37.16,94.03,84.78,96.23,59.82,39.08,22.18,29.75,28.36,18.15
24.82,0,57,82.71,1.82,39.46,101.0,94.54,100.23,57.66,39.57,22.68,31.57,27.59,18.46
29.87,1,43,99.67,1.79,39.86,113.59,104.93,109.39,66.73,41.02,23.87,33.75,29.6,18.37
17.68,0,28,66.25,1.67,33.51,90.6,77.8,92.1,55.83,36.6,22.24,29.98,26.03,16.13
22.49,0,20,61.17,1.7,30.92,82.74,70.64,94.58,50.3,36.28,20.26,28.03,23.29,15.27
17.55,0,35,70.7,1.8,34.78,94.42,79.92,97.43,55.99,37.86,22.43,29.07,26.34,17.5
23.08,0,21,65.87,1.7,31.0,92.18,72.88,100.04,56.36,36.34,21.86,27.51,24.84,17.19
15.09,1,37,70.95,1.6,35.43,93.95,85.32,98.32,61.06,38.54,22.17,31.71,26.81,16.77
15.41,0,20,51.74,1.63,30.37,78.83,63.1,92.35,50.11,34.11,20.87,23.15,21.81,14.81
32.09,1,65,103.39,1.85,41.39,116.12,113.17,109.47,65.49,45.74,25.52,35.54,29.97,19.51
16.39,0,36,62.82,1.7,32.62,87.67,73.94,96.88,52.45,36.74,21.6,28.98,25.19,16.59
21.99,0,19,50.3,1.6,29.47,82.36,64.4,89.93,48.02,34.46,20.0,26.2,22.1,14.99
20.38,0,23,51.34,1.69,30.14,79.48,62.94,90.47,46.92,35.49,20.17,24.71,22.15,14.25
30.14,0,22,84.41,1.72,36.03,99.04,87.36,109.61,64.26,41.19,24.82,31.45,27.63,17.9
23.03,0,22,58.85,1.74,30.66,82.29,63.97,98.0,50.64,35.33,21.32,26.11,22.61,15.05
30.39,1,44,129.26,1.81,45.33,119.66,125.21,129.07,75.64,44.18,26.81,39.28,28.12,19.93
24.22,0,21,77.65,1.7,32.31,87.0,74.76,99.74,52.69,37.02,21.81,28.41,24.97,16.58
20.83,1,34,89.53,1.8,39.42,107.72,96.68,103.16,60.65,38.75,24.66,33.45,29.3,18.47
20.59,1,39,88.1,1.79,39.26,103.64,93.87,101.93,64.25,39.6,24.51,35.61,27.97,18.52
4.3,1,41,63.02,1.72,37.94,87.76,78.12,89.41,52.36,35.31,22.51,28.15,27.65,18.47
11.22,0,32,67.86,1.74,34.55,88.5,74.0,98.0,56.0,38.0,21.75,28.3,26.5,16.5
11.65,0,25,70.14,1.77,34.54,93.21,76.65,100.07,56.04,35.76,22.56,28.61,25.21,16.52
23.81,0,32,83.86,1.76,35.72,102.08,90.68,104.14,60.13,39.28,22.71,33.26,28.06,17.87
19.87,0,29,77.16,1.81,35.53,93.25,80.42,102.97,56.94,38.39,24.46,29.71,27.54,18.13
15.53,1,38,73.06,1.77,36.47,97.36,86.22,93.28,56.55,36.49,22.26,30.37,26.75,17.38
33.03,1,44,79.0,1.67,39.45,102.94,96.62,102.25,60.05,37.77,21.84,33.38,29.77,17.65
20.01,0,40,68.03,1.69,34.68,92.23,80.48,97.57,53.6,37.02,22.47,28.12,24.47,17.24
25.33,1,27,72.7,1.7,35.53,98.04,90.82,99.28,59.57,38.14,23.45,29.15,25.75,16.9
20.07,0,32,72.43,1.72,33.65,95.79,83.55,103.33,58.44,36.24,23.43,29.65,26.46,17.08
10.65,1,40,77.82,1.76,39.08,96.51,87.58,99.62,60.03,38.03,23.12,30.94,28.59,19.23
22.07,0,21,71.56,1.69,31.55,84.62,71.21,98.23,51.37,36.63,21.55,27.38,24.37,16.03
23.27,1,52,87.3,1.83,38.01,103.22,98.67,102.04,59.74,38.15,22.41,32.86,27.92,18.11
27.66,0,34,93.13,1.84,36.71,99.32,102.54,109.91,60.97,41.9,24.54,32.33,28.4,18.11
23.63,0,32,71.23,1.73,33.34,89.95,76.68,104.18,59.55,38.73,21.16,29.21,25.08,16.49
20.94,1,41,96.29,1.84,38.5,107.31,99.76,105.07,63.73,40.24,23.81,36.06,30.34,19.02
7.17,1,26,84.08,1.89,38.54,100.93,83.6,98.2,59.59,39.7,25.08,32.8,29.4,18.49
16.5,0,26,71.1,1.71,37.9,94.0,88.19,95.2,56.8,37.4,22.8,30.6,28.3,17.9
20.28,0,30,66.74,1.63,32.71,94.96,80.16,98.17,51.91,36.89,20.91,27.27,23.87,16.61
27.13,0,35,77.72,1.76,35.04,100.84,92.63,103.62,62.02,39.47,22.63,31.57,26.46,16.81
